playerID,awardID,yearID:int,lgID,tie,notes 
"petrori01","TSN All-Star",1969,"AL","0","SS"
"mccovwi01","TSN All-Star",1969,"NL","0","1B"
"beckegl01","TSN All-Star",1969,"NL","0","2B"
"santoro01","TSN All-Star",1969,"NL","0","3B"
"benchjo01","TSN All-Star",1969,"NL","0","C"
"carltst01","TSN All-Star",1969,"NL","0","LHP"
"aaronha01","TSN All-Star",1969,"NL","0","OF"
"alouma01","TSN All-Star",1969,"NL","0","OF"
"jonescl01","TSN All-Star",1969,"NL","0","OF"
"seaveto01","TSN All-Star",1969,"NL","0","RHP"
"kessido01","TSN All-Star",1969,"NL","0","SS"
"perraro01","TSN Fireman of the Year",1969,"AL","0","0"
"grangwa01","TSN Fireman of the Year",1969,"NL","0","0"
"mccovwi01","TSN Major League Player of the Year",1969,"ML","0","0"
"mclaide01","TSN Pitcher of the Year",1969,"AL","0","0"
"seaveto01","TSN Pitcher of the Year",1969,"NL","0","0"
"killeha01","TSN Player of the Year",1969,"AL","0","0"
"mccovwi01","TSN Player of the Year",1969,"NL","0","0"
"clenddo01","World Series MVP",1969,"ML","0","0"
"yastrca01","All-Star Game MVP",1970,"ML","0","0"
"robinbr01","Babe Ruth Award",1970,"AL","0","3B"
"perryji01","Cy Young Award",1970,"AL","0","0"
"gibsobo01","Cy Young Award",1970,"NL","0","0"
"spencji01","Gold Glove",1970,"AL","0","1B"
"johnsda02","Gold Glove",1970,"AL","0","2B"
"robinbr01","Gold Glove",1970,"AL","0","3B"
"fossera01","Gold Glove",1970,"AL","0","C"
"berryke01","Gold Glove",1970,"AL","0","OF"
"blairpa01","Gold Glove",1970,"AL","0","OF"
"stanlmi01","Gold Glove",1970,"AL","0","OF"
"kaatji01","Gold Glove",1970,"AL","0","P"
"aparilu01","Gold Glove",1970,"AL","0","SS"
"parkewe01","Gold Glove",1970,"NL","0","1B"
"helmsto01","Gold Glove",1970,"NL","0","2B"
"raderdo02","Gold Glove",1970,"NL","0","3B"
"benchjo01","Gold Glove",1970,"NL","0","C"
"ageeto01","Gold Glove",1970,"NL","0","OF"
"clemero01","Gold Glove",1970,"NL","0","OF"
"rosepe01","Gold Glove",1970,"NL","0","OF"
"gibsobo01","Gold Glove",1970,"NL","0","P"
"kessido01","Gold Glove",1970,"NL","0","SS"
"conigto01","Hutch Award",1970,"ML","0","0"
"aaronha01","Lou Gehrig Memorial Award",1970,"ML","0","0"
"powelbo01","Most Valuable Player",1970,"AL","0","0"
"benchjo01","Most Valuable Player",1970,"NL","0","0"
"munsoth01","Rookie of the Year",1970,"AL","0","0"
"mortoca01","Rookie of the Year",1970,"NL","0","0"
"powelbo01","TSN All-Star",1970,"AL","0","1B"
"johnsda02","TSN All-Star",1970,"AL","0","2B"
"killeha01","TSN All-Star",1970,"AL","0","3B"
"fossera01","TSN All-Star",1970,"AL","0","C"
"mcdowsa01","TSN All-Star",1970,"AL","0","LHP"
"howarfr01","TSN All-Star",1970,"AL","0","OF"
"olivato01","TSN All-Star",1970,"AL","0","OF"
"smithre06","TSN All-Star",1970,"AL","0","OF"
"perryji01","TSN All-Star",1970,"AL","0","RHP"
"aparilu01","TSN All-Star",1970,"AL","0","SS"
"mccovwi01","TSN All-Star",1970,"NL","0","1B"
"beckegl01","TSN All-Star",1970,"NL","0","2B"
"perezto01","TSN All-Star",1970,"NL","0","3B"
"benchjo01","TSN All-Star",1970,"NL","0","C"
"merriji01","TSN All-Star",1970,"NL","0","LHP"
"aaronha01","TSN All-Star",1970,"NL","0","OF"
"tolanbo01","TSN All-Star",1970,"NL","0","OF"
"willibi01","TSN All-Star",1970,"NL","0","OF"
"gibsobo01","TSN All-Star",1970,"NL","0","RHP"
"kessido01","TSN All-Star",1970,"NL","0","SS"
"perraro01","TSN Fireman of the Year",1970,"AL","0","0"
"grangwa01","TSN Fireman of the Year",1970,"NL","0","0"
"benchjo01","TSN Major League Player of the Year",1970,"ML","0","0"
"mcdowsa01","TSN Pitcher of the Year",1970,"AL","0","0"
"gibsobo01","TSN Pitcher of the Year",1970,"NL","0","0"
"killeha01","TSN Player of the Year",1970,"AL","0","0"
"benchjo01","TSN Player of the Year",1970,"NL","0","0"
"robinbr01","World Series MVP",1970,"ML","0","0"
"robinfr02","All-Star Game MVP",1971,"ML","0","0"
"clemero01","Babe Ruth Award",1971,"NL","0","OF"
"bluevi01","Cy Young Award",1971,"AL","0","0"
"jenkife01","Cy Young Award",1971,"NL","0","0"
"scottge02","Gold Glove",1971,"AL","0","1B"
"johnsda02","Gold Glove",1971,"AL","0","2B"
"robinbr01","Gold Glove",1971,"AL","0","3B"
"fossera01","Gold Glove",1971,"AL","0","C"
"blairpa01","Gold Glove",1971,"AL","0","OF"
"otisam01","Gold Glove",1971,"AL","0","OF"
"yastrca01","Gold Glove",1971,"AL","0","OF"
"kaatji01","Gold Glove",1971,"AL","0","P"
"belanma01","Gold Glove",1971,"AL","0","SS"
"parkewe01","Gold Glove",1971,"NL","0","1B"
"helmsto01","Gold Glove",1971,"NL","0","2B"
"raderdo02","Gold Glove",1971,"NL","0","3B"
"benchjo01","Gold Glove",1971,"NL","0","C"
"bondsbo01","Gold Glove",1971,"NL","0","OF"
"clemero01","Gold Glove",1971,"NL","0","OF"
"daviswi02","Gold Glove",1971,"NL","0","OF"
"gibsobo01","Gold Glove",1971,"NL","0","P"
"harrebu01","Gold Glove",1971,"NL","0","SS"
"torrejo01","Hutch Award",1971,"ML","0","0"
"killeha01","Lou Gehrig Memorial Award",1971,"ML","0","0"
"bluevi01","Most Valuable Player",1971,"AL","0","0"
"torrejo01","Most Valuable Player",1971,"NL","0","0"
"mayswi01","Roberto Clemente Award",1971,"ML","0","0"
"chambch01","Rookie of the Year",1971,"AL","0","0"
"williea02","Rookie of the Year",1971,"NL","0","0"
"cashno01","TSN All-Star",1971,"AL","0","1B"
"rojasco01","TSN All-Star",1971,"AL","0","2B"
"robinbr01","TSN All-Star",1971,"AL","0","3B"
"freehbi01","TSN All-Star",1971,"AL","0","C"
"bluevi01","TSN All-Star",1971,"AL","0","LHP"
"murcebo01","TSN All-Star",1971,"AL","0","OF"
"olivato01","TSN All-Star",1971,"AL","0","OF"
"retteme01","TSN All-Star",1971,"AL","0","OF"
"palmeji01","TSN All-Star",1971,"AL","0","RHP"
"cardele01","TSN All-Star",1971,"AL","0","SS"
"mayle01","TSN All-Star",1971,"NL","0","1B"
"beckegl01","TSN All-Star",1971,"NL","0","2B"
"torrejo01","TSN All-Star",1971,"NL","0","3B"
"sanguma01","TSN All-Star",1971,"NL","0","C"
"carltst01","TSN All-Star",1971,"NL","0","LHP"
"aaronha01","TSN All-Star",1971,"NL","0","OF"
"daviswi02","TSN All-Star",1971,"NL","0","OF"
"stargwi01","TSN All-Star",1971,"NL","0","OF"
"jenkife01","TSN All-Star",1971,"NL","0","RHP"
"harrebu01","TSN All-Star",1971,"NL","0","SS"
"sandeke01","TSN Fireman of the Year",1971,"AL","0","0"
"giustda01","TSN Fireman of the Year",1971,"NL","0","0"
"torrejo01","TSN Major League Player of the Year",1971,"ML","0","0"
"bluevi01","TSN Pitcher of the Year",1971,"AL","0","0"
"jenkife01","TSN Pitcher of the Year",1971,"NL","0","0"
"olivato01","TSN Player of the Year",1971,"AL","0","0"
"torrejo01","TSN Player of the Year",1971,"NL","0","0"
"clemero01","World Series MVP",1971,"ML","0","0"
"morgajo02","All-Star Game MVP",1972,"ML","0","0"
"tenacge01","Babe Ruth Award",1972,"AL","0","C"
"perryga01","Cy Young Award",1972,"AL","0","0"
"carltst01","Cy Young Award",1972,"NL","0","0"
"scottge02","Gold Glove",1972,"AL","0","1B"
"griffdo01","Gold Glove",1972,"AL","0","2B"
"robinbr01","Gold Glove",1972,"AL","0","3B"
"fiskca01","Gold Glove",1972,"AL","0","C"
"berryke01","Gold Glove",1972,"AL","0","OF"
"blairpa01","Gold Glove",1972,"AL","0","OF"
"murcebo01","Gold Glove",1972,"AL","0","OF"
"kaatji01","Gold Glove",1972,"AL","0","P"
"brinked01","Gold Glove",1972,"AL","0","SS"
"parkewe01","Gold Glove",1972,"NL","0","1B"
"millafe01","Gold Glove",1972,"NL","0","2B"
"raderdo02","Gold Glove",1972,"NL","0","3B"
"benchjo01","Gold Glove",1972,"NL","0","C"
"cedence01","Gold Glove",1972,"NL","0","OF"
"clemero01","Gold Glove",1972,"NL","0","OF"
"daviswi02","Gold Glove",1972,"NL","0","OF"
"gibsobo01","Gold Glove",1972,"NL","0","P"
"bowala01","Gold Glove",1972,"NL","0","SS"
"tolanbo01","Hutch Award",1972,"ML","0","0"
"parkewe01","Lou Gehrig Memorial Award",1972,"ML","0","0"
"allendi01","Most Valuable Player",1972,"AL","0","0"
"benchjo01","Most Valuable Player",1972,"NL","0","0"
"carltst01","Pitching Triple Crown",1972,"NL","0","0"
"robinbr01","Roberto Clemente Award",1972,"ML","0","0"
"fiskca01","Rookie of the Year",1972,"AL","0","0"
"matlajo01","Rookie of the Year",1972,"NL","0","0"
"allendi01","TSN All-Star",1972,"AL","0","1B"
"carewro01","TSN All-Star",1972,"AL","0","2B"
"robinbr01","TSN All-Star",1972,"AL","0","3B"
"fiskca01","TSN All-Star",1972,"AL","0","C"
"woodwi01","TSN All-Star",1972,"AL","0","LHP"
"murcebo01","TSN All-Star",1972,"AL","0","OF"
"rudijo01","TSN All-Star",1972,"AL","0","OF"
"scheiri01","TSN All-Star",1972,"AL","0","OF"
"perryga01","TSN All-Star",1972,"AL","0","RHP"
"aparilu01","TSN All-Star",1972,"AL","0","SS"
"stargwi01","TSN All-Star",1972,"NL","0","1B"
"morgajo02","TSN All-Star",1972,"NL","0","2B"
"santoro01","TSN All-Star",1972,"NL","0","3B"
"benchjo01","TSN All-Star",1972,"NL","0","C"
"carltst01","TSN All-Star",1972,"NL","0","LHP"
"cedence01","TSN All-Star",1972,"NL","0","OF"
"clemero01","TSN All-Star",1972,"NL","0","OF"
"willibi01","TSN All-Star",1972,"NL","0","OF"
"jenkife01","TSN All-Star",1972,"NL","0","RHP"
"speiech01","TSN All-Star",1972,"NL","0","SS"
"lylesp01","TSN Fireman of the Year",1972,"AL","0","0"
"carrocl02","TSN Fireman of the Year",1972,"NL","0","0"
"willibi01","TSN Major League Player of the Year",1972,"ML","0","0"
"woodwi01","TSN Pitcher of the Year",1972,"AL","0","0"
"carltst01","TSN Pitcher of the Year",1972,"NL","0","0"
"allendi01","TSN Player of the Year",1972,"AL","0","0"
"willibi01","TSN Player of the Year",1972,"NL","0","0"
"tenacge01","World Series MVP",1972,"ML","0","0"
"bondsbo01","All-Star Game MVP",1973,"ML","0","0"
"campabe01","Babe Ruth Award",1973,"AL","0","SS"
"palmeji01","Cy Young Award",1973,"AL","0","0"
"seaveto01","Cy Young Award",1973,"NL","0","0"
"scottge02","Gold Glove",1973,"AL","0","1B"
"grichbo01","Gold Glove",1973,"AL","0","2B"
"robinbr01","Gold Glove",1973,"AL","0","3B"
"munsoth01","Gold Glove",1973,"AL","0","C"
"blairpa01","Gold Glove",1973,"AL","0","OF"
"otisam01","Gold Glove",1973,"AL","0","OF"
"stanlmi01","Gold Glove",1973,"AL","0","OF"
"kaatji01","Gold Glove",1973,"AL","0","P"
"belanma01","Gold Glove",1973,"AL","0","SS"
"jorgemi01","Gold Glove",1973,"NL","0","1B"
"morgajo02","Gold Glove",1973,"NL","0","2B"
"raderdo02","Gold Glove",1973,"NL","0","3B"
"benchjo01","Gold Glove",1973,"NL","0","C"
"bondsbo01","Gold Glove",1973,"NL","0","OF"
"cedence01","Gold Glove",1973,"NL","0","OF"
"daviswi02","Gold Glove",1973,"NL","0","OF"
"gibsobo01","Gold Glove",1973,"NL","0","P"
"metzgro01","Gold Glove",1973,"NL","0","SS"
"hillejo01","Hutch Award",1973,"ML","0","0"
"santoro01","Lou Gehrig Memorial Award",1973,"ML","0","0"
"jacksre01","Most Valuable Player",1973,"AL","0","0"
"rosepe01","Most Valuable Player",1973,"NL","0","0"
"kalinal01","Roberto Clemente Award",1973,"ML","0","0"
"bumbral01","Rookie of the Year",1973,"AL","0","0"
"matthga01","Rookie of the Year",1973,"NL","0","0"
"maybejo01","TSN All-Star",1973,"AL","0","1B"
"carewro01","TSN All-Star",1973,"AL","0","2B"
"bandosa01","TSN All-Star",1973,"AL","0","3B"
"munsoth01","TSN All-Star",1973,"AL","0","C"
"holtzke01","TSN All-Star",1973,"AL","0","LHP"
"jacksre01","TSN All-Star",1973,"AL","0","OF"
"murcebo01","TSN All-Star",1973,"AL","0","OF"
"otisam01","TSN All-Star",1973,"AL","0","OF"
"palmeji01","TSN All-Star",1973,"AL","0","RHP"
"campabe01","TSN All-Star",1973,"AL","0","SS"
"perezto01","TSN All-Star",1973,"NL","0","1B"
"johnsda02","TSN All-Star",1973,"NL","0","2B"
"evansda01","TSN All-Star",1973,"NL","0","3B"
"benchjo01","TSN All-Star",1973,"NL","0","C"
"bryanro01","TSN All-Star",1973,"NL","0","LHP"
"bondsbo01","TSN All-Star",1973,"NL","0","OF"
"cedence01","TSN All-Star",1973,"NL","0","OF"
"rosepe01","TSN All-Star",1973,"NL","0","OF"
"seaveto01","TSN All-Star",1973,"NL","0","RHP"
"russebi01","TSN All-Star",1973,"NL","0","SS"
"hillejo01","TSN Fireman of the Year",1973,"AL","0","0"
"marshmi01","TSN Fireman of the Year",1973,"NL","0","0"
"jacksre01","TSN Major League Player of the Year",1973,"ML","0","0"
"palmeji01","TSN Pitcher of the Year",1973,"AL","0","0"
"bryanro01","TSN Pitcher of the Year",1973,"NL","0","0"
"jacksre01","TSN Player of the Year",1973,"AL","0","0"
"bondsbo01","TSN Player of the Year",1973,"NL","0","0"
"jacksre01","World Series MVP",1973,"ML","0","0"
"garvest01","All-Star Game MVP",1974,"ML","0","0"
"greendi01","Babe Ruth Award",1974,"AL","0","2B"
"hunteca01","Cy Young Award",1974,"AL","0","0"
"marshmi01","Cy Young Award",1974,"NL","0","0"
"scottge02","Gold Glove",1974,"AL","0","1B"
"grichbo01","Gold Glove",1974,"AL","0","2B"
"robinbr01","Gold Glove",1974,"AL","0","3B"
"munsoth01","Gold Glove",1974,"AL","0","C"
"blairpa01","Gold Glove",1974,"AL","0","OF"
"otisam01","Gold Glove",1974,"AL","0","OF"
"rudijo01","Gold Glove",1974,"AL","0","OF"
"kaatji01","Gold Glove",1974,"AL","0","P"
"belanma01","Gold Glove",1974,"AL","0","SS"
"garvest01","Gold Glove",1974,"NL","0","1B"
"morgajo02","Gold Glove",1974,"NL","0","2B"
"raderdo02","Gold Glove",1974,"NL","0","3B"
"benchjo01","Gold Glove",1974,"NL","0","C"
"bondsbo01","Gold Glove",1974,"NL","0","OF"
"cedence01","Gold Glove",1974,"NL","0","OF"
"geronce01","Gold Glove",1974,"NL","0","OF"
"messean01","Gold Glove",1974,"NL","0","P"
"conceda01","Gold Glove",1974,"NL","0","SS"
"thompda01","Hutch Award",1974,"ML","0","0"
"stargwi01","Lou Gehrig Memorial Award",1974,"ML","0","0"
"burroje01","Most Valuable Player",1974,"AL","0","0"
"garvest01","Most Valuable Player",1974,"NL","0","0"
"stargwi01","Roberto Clemente Award",1974,"ML","0","0"
"hargrmi01","Rookie of the Year",1974,"AL","0","0"
"mcbriba01","Rookie of the Year",1974,"NL","0","0"
"allendi01","TSN All-Star",1974,"AL","0","1B"
"carewro01","TSN All-Star",1974,"AL","0","2B"
"bandosa01","TSN All-Star",1974,"AL","0","3B"
"munsoth01","TSN All-Star",1974,"AL","0","C"
"davisto02","TSN All-Star",1974,"AL","0","DH"
"cuellmi01","TSN All-Star",1974,"AL","0","LHP"
"blairpa01","TSN All-Star",1974,"AL","0","OF"
"burroje01","TSN All-Star",1974,"AL","0","OF"
"rudijo01","TSN All-Star",1974,"AL","0","OF"
"hunteca01","TSN All-Star",1974,"AL","0","RHP"
"campabe01","TSN All-Star",1974,"AL","0","SS"
"garvest01","TSN All-Star",1974,"NL","0","1B"
"morgajo02","TSN All-Star",1974,"NL","0","2B"
"schmimi01","TSN All-Star",1974,"NL","0","3B"
"benchjo01","TSN All-Star",1974,"NL","0","C"
"gulledo01","TSN All-Star",1974,"NL","0","LHP"
"brocklo01","TSN All-Star",1974,"NL","0","OF"
"wynnji01","TSN All-Star",1974,"NL","0","OF"
"ziskri01","TSN All-Star",1974,"NL","0","OF"
"messean01","TSN All-Star",1974,"NL","0","RHP"
"conceda01","TSN All-Star",1974,"NL","0","SS"
"forstte01","TSN Fireman of the Year",1974,"AL","0","0"
"marshmi01","TSN Fireman of the Year",1974,"NL","0","0"
"brocklo01","TSN Major League Player of the Year",1974,"ML","0","0"
"hunteca01","TSN Pitcher of the Year",1974,"AL","0","0"
"marshmi01","TSN Pitcher of the Year",1974,"NL","0","0"
"burroje01","TSN Player of the Year",1974,"AL","0","0"
"brocklo01","TSN Player of the Year",1974,"NL","0","0"
"fingero01","World Series MVP",1974,"ML","0","0"
"madlobi01","All-Star Game MVP",1975,"ML","Y","0"
"matlajo01","All-Star Game MVP",1975,"ML","Y","0"
"tiantlu01","Babe Ruth Award",1975,"AL","0","P"
"palmeji01","Cy Young Award",1975,"AL","0","0"
"seaveto01","Cy Young Award",1975,"NL","0","0"
"scottge02","Gold Glove",1975,"AL","0","1B"
"grichbo01","Gold Glove",1975,"AL","0","2B"
"robinbr01","Gold Glove",1975,"AL","0","3B"
"munsoth01","Gold Glove",1975,"AL","0","C"
"blairpa01","Gold Glove",1975,"AL","0","OF"
"lynnfr01","Gold Glove",1975,"AL","0","OF"
"rudijo01","Gold Glove",1975,"AL","0","OF"
"kaatji01","Gold Glove",1975,"AL","0","P"
"belanma01","Gold Glove",1975,"AL","0","SS"
"garvest01","Gold Glove",1975,"NL","0","1B"
"morgajo02","Gold Glove",1975,"NL","0","2B"
"reitzke01","Gold Glove",1975,"NL","0","3B"
"benchjo01","Gold Glove",1975,"NL","0","C"
"cedence01","Gold Glove",1975,"NL","0","OF"
"geronce01","Gold Glove",1975,"NL","0","OF"
"maddoga01","Gold Glove",1975,"NL","0","OF"
"messean01","Gold Glove",1975,"NL","0","P"
"conceda01","Gold Glove",1975,"NL","0","SS"
"nolanga01","Hutch Award",1975,"ML","0","0"
"benchjo01","Lou Gehrig Memorial Award",1975,"ML","0","0"
"lynnfr01","Most Valuable Player",1975,"AL","0","0"
"morgajo02","Most Valuable Player",1975,"NL","0","0"
"brocklo01","Roberto Clemente Award",1975,"ML","0","0"
"lynnfr01","Rookie of the Year",1975,"AL","0","0"
"montejo01","Rookie of the Year",1975,"NL","0","0"
"maybejo01","TSN All-Star",1975,"AL","0","1B"
"carewro01","TSN All-Star",1975,"AL","0","2B"
"nettlgr01","TSN All-Star",1975,"AL","0","3B"
"munsoth01","TSN All-Star",1975,"AL","0","C"
"hortowi01","TSN All-Star",1975,"AL","0","DH"
"kaatji01","TSN All-Star",1975,"AL","0","LHP"
"jacksre01","TSN All-Star",1975,"AL","0","OF"
"lynnfr01","TSN All-Star",1975,"AL","0","OF"
"riceji01","TSN All-Star",1975,"AL","0","OF"
"palmeji01","TSN All-Star",1975,"AL","0","RHP"
"harrato01","TSN All-Star",1975,"AL","0","SS"
"garvest01","TSN All-Star",1975,"NL","0","1B"
"morgajo02","TSN All-Star",1975,"NL","0","2B"
"madlobi01","TSN All-Star",1975,"NL","0","3B"
"benchjo01","TSN All-Star",1975,"NL","0","C"
"jonesra01","TSN All-Star",1975,"NL","0","LHP"
"luzingr01","TSN All-Star",1975,"NL","0","OF"
"oliveal01","TSN All-Star",1975,"NL","0","OF"
"parkeda01","TSN All-Star",1975,"NL","0","OF"
"seaveto01","TSN All-Star",1975,"NL","0","RHP"
"bowala01","TSN All-Star",1975,"NL","0","SS"
"gossari01","TSN Fireman of the Year",1975,"AL","0","0"
"hraboal01","TSN Fireman of the Year",1975,"NL","0","0"
"morgajo02","TSN Major League Player of the Year",1975,"ML","0","0"
"palmeji01","TSN Pitcher of the Year",1975,"AL","0","0"
"seaveto01","TSN Pitcher of the Year",1975,"NL","0","0"
"lynnfr01","TSN Player of the Year",1975,"AL","0","0"
"morgajo02","TSN Player of the Year",1975,"NL","0","0"
"rosepe01","World Series MVP",1975,"ML","0","0"
"fostege01","All-Star Game MVP",1976,"ML","0","0"
"benchjo01","Babe Ruth Award",1976,"NL","0","C"
"palmeji01","Cy Young Award",1976,"AL","0","0"
"jonesra01","Cy Young Award",1976,"NL","0","0"
"scottge02","Gold Glove",1976,"AL","0","1B"
"grichbo01","Gold Glove",1976,"AL","0","2B"
"rodriau01","Gold Glove",1976,"AL","0","3B"
"sundbji01","Gold Glove",1976,"AL","0","C"
"evansdw01","Gold Glove",1976,"AL","0","OF"
"manniri01","Gold Glove",1976,"AL","0","OF"
"rudijo01","Gold Glove",1976,"AL","0","OF"
"palmeji01","Gold Glove",1976,"AL","0","P"
"belanma01","Gold Glove",1976,"AL","0","SS"
"garvest01","Gold Glove",1976,"NL","0","1B"
"morgajo02","Gold Glove",1976,"NL","0","2B"
"schmimi01","Gold Glove",1976,"NL","0","3B"
"benchjo01","Gold Glove",1976,"NL","0","C"
"cedence01","Gold Glove",1976,"NL","0","OF"
"geronce01","Gold Glove",1976,"NL","0","OF"
"maddoga01","Gold Glove",1976,"NL","0","OF"
"kaatji01","Gold Glove",1976,"NL","0","P"
"conceda01","Gold Glove",1976,"NL","0","SS"
"johnto01","Hutch Award",1976,"ML","0","0"
"suttodo01","Lou Gehrig Memorial Award",1976,"ML","0","0"
"munsoth01","Most Valuable Player",1976,"AL","0","0"
"morgajo02","Most Valuable Player",1976,"NL","0","0"
"rosepe01","Roberto Clemente Award",1976,"ML","0","0"
"campbbi02","Rolaids Relief Man Award",1976,"AL","0","0"
"eastwra01","Rolaids Relief Man Award",1976,"NL","0","0"
"fidryma01","Rookie of the Year",1976,"AL","0","0"
"metzgbu01","Rookie of the Year",1976,"NL","Y","0"
"zachrpa01","Rookie of the Year",1976,"NL","Y","0"
"chambch01","TSN All-Star",1976,"AL","0","1B"
"grichbo01","TSN All-Star",1976,"AL","0","2B"
"brettge01","TSN All-Star",1976,"AL","0","3B"
"munsoth01","TSN All-Star",1976,"AL","0","C"
"mcraeha01","TSN All-Star",1976,"AL","0","DH"
"tananfr01","TSN All-Star",1976,"AL","0","LHP"
"jacksre01","TSN All-Star",1976,"AL","0","OF"
"rivermi01","TSN All-Star",1976,"AL","0","OF"
"rudijo01","TSN All-Star",1976,"AL","0","OF"
"palmeji01","TSN All-Star",1976,"AL","0","RHP"
"belanma01","TSN All-Star",1976,"AL","0","SS"
"montawi01","TSN All-Star",1976,"NL","0","1B"
"morgajo02","TSN All-Star",1976,"NL","0","2B"
"schmimi01","TSN All-Star",1976,"NL","0","3B"
"boonebo01","TSN All-Star",1976,"NL","0","C"
"jonesra01","TSN All-Star",1976,"NL","0","LHP"
"cedence01","TSN All-Star",1976,"NL","0","OF"
"fostege01","TSN All-Star",1976,"NL","0","OF"
"griffke01","TSN All-Star",1976,"NL","0","OF"
"suttodo01","TSN All-Star",1976,"NL","0","RHP"
"conceda01","TSN All-Star",1976,"NL","0","SS"
"campbbi02","TSN Fireman of the Year",1976,"AL","0","0"
"eastwra01","TSN Fireman of the Year",1976,"NL","0","0"
"morgajo02","TSN Major League Player of the Year",1976,"ML","0","0"
"palmeji01","TSN Pitcher of the Year",1976,"AL","0","0"
"jonesra01","TSN Pitcher of the Year",1976,"NL","0","0"
"munsoth01","TSN Player of the Year",1976,"AL","0","0"
"fostege01","TSN Player of the Year",1976,"NL","0","0"
"benchjo01","World Series MVP",1976,"ML","0","0"
"suttodo01","All-Star Game MVP",1977,"ML","0","0"
"jacksre01","Babe Ruth Award",1977,"AL","0","OF"
"lylesp01","Cy Young Award",1977,"AL","0","0"
"carltst01","Cy Young Award",1977,"NL","0","0"
"spencji01","Gold Glove",1977,"AL","0","1B"
"whitefr01","Gold Glove",1977,"AL","0","2B"
"nettlgr01","Gold Glove",1977,"AL","0","3B"
"sundbji01","Gold Glove",1977,"AL","0","C"
"beniqju01","Gold Glove",1977,"AL","0","OF"
"cowenal01","Gold Glove",1977,"AL","0","OF"
"yastrca01","Gold Glove",1977,"AL","0","OF"
"palmeji01","Gold Glove",1977,"AL","0","P"
"belanma01","Gold Glove",1977,"AL","0","SS"
"garvest01","Gold Glove",1977,"NL","0","1B"
"morgajo02","Gold Glove",1977,"NL","0","2B"
"schmimi01","Gold Glove",1977,"NL","0","3B"
"benchjo01","Gold Glove",1977,"NL","0","C"
"geronce01","Gold Glove",1977,"NL","0","OF"
"maddoga01","Gold Glove",1977,"NL","0","OF"
"parkeda01","Gold Glove",1977,"NL","0","OF"
"kaatji01","Gold Glove",1977,"NL","0","P"
"conceda01","Gold Glove",1977,"NL","0","SS"
"mccovwi01","Hutch Award",1977,"ML","0","0"
"brocklo01","Lou Gehrig Memorial Award",1977,"ML","0","0"
"carewro01","Most Valuable Player",1977,"AL","0","0"
"fostege01","Most Valuable Player",1977,"NL","0","0"
"bakerdu01","NLCS MVP",1977,"NL","0","0"
"carewro01","Roberto Clemente Award",1977,"ML","0","0"
"campbbi02","Rolaids Relief Man Award",1977,"AL","0","0"
"fingero01","Rolaids Relief Man Award",1977,"NL","0","0"
"murraed02","Rookie of the Year",1977,"AL","0","0"
"dawsoan01","Rookie of the Year",1977,"NL","0","0"
"carewro01","TSN All-Star",1977,"AL","0","1B"
"randowi01","TSN All-Star",1977,"AL","0","2B"
"nettlgr01","TSN All-Star",1977,"AL","0","3B"
"fiskca01","TSN All-Star",1977,"AL","0","C"
"mcraeha01","TSN All-Star",1977,"AL","0","DH"
"tananfr01","TSN All-Star",1977,"AL","0","LHP"
"bondsbo01","TSN All-Star",1977,"AL","0","OF"
"hislela01","TSN All-Star",1977,"AL","0","OF"
"riceji01","TSN All-Star",1977,"AL","0","OF"
"ryanno01","TSN All-Star",1977,"AL","0","RHP"
"burleri01","TSN All-Star",1977,"AL","0","SS"
"garvest01","TSN All-Star",1977,"NL","0","1B"
"morgajo02","TSN All-Star",1977,"NL","0","2B"
"schmimi01","TSN All-Star",1977,"NL","0","3B"
"simmote01","TSN All-Star",1977,"NL","0","C"
"carltst01","TSN All-Star",1977,"NL","0","LHP"
"fostege01","TSN All-Star",1977,"NL","0","OF"
"luzingr01","TSN All-Star",1977,"NL","0","OF"
"parkeda01","TSN All-Star",1977,"NL","0","OF"
"reuscri01","TSN All-Star",1977,"NL","0","RHP"
"templga01","TSN All-Star",1977,"NL","0","SS"
"campbbi02","TSN Fireman of the Year",1977,"AL","0","0"
"fingero01","TSN Fireman of the Year",1977,"NL","0","0"
"carewro01","TSN Major League Player of the Year",1977,"ML","0","0"
"ryanno01","TSN Pitcher of the Year",1977,"AL","0","0"
"carltst01","TSN Pitcher of the Year",1977,"NL","0","0"
"carewro01","TSN Player of the Year",1977,"AL","0","0"
"fostege01","TSN Player of the Year",1977,"NL","0","0"
"jacksre01","World Series MVP",1977,"ML","0","0"
"garvest01","All-Star Game MVP",1978,"ML","0","0"
"dentbu01","Babe Ruth Award",1978,"AL","0","SS"
"guidrro01","Cy Young Award",1978,"AL","0","0"
"perryga01","Cy Young Award",1978,"NL","0","0"
"chambch01","Gold Glove",1978,"AL","0","1B"
"whitefr01","Gold Glove",1978,"AL","0","2B"
"nettlgr01","Gold Glove",1978,"AL","0","3B"
"sundbji01","Gold Glove",1978,"AL","0","C"
"evansdw01","Gold Glove",1978,"AL","0","OF"
"lynnfr01","Gold Glove",1978,"AL","0","OF"
"milleri01","Gold Glove",1978,"AL","0","OF"
"palmeji01","Gold Glove",1978,"AL","0","P"
"belanma01","Gold Glove",1978,"AL","0","SS"
"hernake01","Gold Glove",1978,"NL","0","1B"
"lopesda01","Gold Glove",1978,"NL","0","2B"
